  id  |                                                 name                                                 |         created_at         |         updated_at         | external_id 
  538 | FC Brugge                                                                                            | 2012-08-01 09:00:43.801628 | 2012-08-01 09:00:43.805107 | 
  629 | Silkeborg                                                                                            | 2012-08-01 09:00:44.649959 | 2012-08-06 12:57:59.414902 | 8415
  568 | Moreirense                                                                                           | 2012-08-01 09:00:44.136571 | 2012-08-06 13:00:53.940347 | 8348
  595 | Twente                                                                                               | 2012-08-01 09:00:44.377503 | 2012-08-06 13:00:42.58374  | 8611
  544 | Gent                                                                                                 | 2012-08-01 09:00:43.848593 | 2012-08-06 13:00:58.074427 | 9991
  532 | Charleroi                                                                                            | 2012-08-01 09:00:43.747647 | 2012-08-06 13:00:58.095077 | 9986
  530 | Brondby                                                                                              | 2012-08-01 09:00:43.729238 | 2012-08-10 09:04:45.462817 | 8595
  540 | FC Porto                                                                                             | 2012-08-01 09:00:43.817878 | 2012-08-06 13:00:53.820476 | 9773
  603 | Vitesse                                                                                              | 2012-08-01 09:00:44.445971 | 2012-08-06 13:00:42.612252 | 8277
  514 | Ajax                                                                                                 | 2012-08-01 09:00:43.536412 | 2012-08-06 13:00:42.6337   | 8593
  584 | Santa Clara                                                                                          | 2012-08-01 09:00:44.276994 | 2012-08-06 12:58:47.849019 | 1567
  552 | La Louviere                                                                                          | 2012-08-01 09:00:43.929368 | 2012-08-01 09:00:43.932805 | 
  553 | Le Havre                                                                                             | 2012-08-01 09:00:43.939284 | 2012-08-01 09:00:43.942557 | 
  554 | Lens                                                                                                 | 2012-08-01 09:00:43.946837 | 2012-08-01 09:00:43.950005 | 
  610 | Anderlecht                                                                                           | 2012-08-01 09:00:44.50109  | 2012-08-06 13:00:58.167287 | 8635
  606 | Willem II                                                                                            | 2012-08-01 09:00:44.469804 | 2012-08-06 13:00:42.472322 | 8525
  555 | Lierse                                                                                               | 2012-08-01 09:00:43.954236 | 2012-08-06 13:00:58.129786 | 9989
  558 | Lommel                                                                                               | 2012-08-01 09:00:43.977182 | 2012-08-01 09:00:43.980596 | 
  589 | Sochaux                                                                                              | 2012-08-01 09:00:44.321269 | 2012-08-06 13:00:33.275509 | 9874
  621 | Mallorca                                                                                             | 2012-08-01 09:00:44.586049 | 2012-08-06 13:00:16.313521 | 8661
  524 | Benfica                                                                                              | 2012-08-01 09:00:43.677722 | 2012-08-06 13:00:53.740826 | 9772
  581 | Rennes                                                                                               | 2012-08-01 09:00:44.247893 | 2012-08-06 13:00:33.240516 | 9851
  525 | Beveren                                                                                              | 2012-08-01 09:00:43.685335 | 2012-08-09 11:30:33.081828 | 8475
  535 | Esbjerg                                                                                              | 2012-08-01 09:00:43.774136 | 2012-08-10 09:09:16.631386 | 8285
  563 | Mechelen                                                                                             | 2012-08-01 09:00:44.096209 | 2012-08-09 11:29:27.76524  | 8203
  572 | Nice                                                                                                 | 2012-08-01 09:00:44.169718 | 2012-08-06 13:00:33.172709 | 9831
  512 | Academica                                                                                            | 2012-08-01 09:00:43.518295 | 2012-08-06 13:00:53.961153 | 10215
  575 | Paris S G                                                                                            | 2012-08-01 09:00:44.194004 | 2012-08-09 11:36:47.153168 | 9847
  571 | Nec                                                                                                  | 2012-08-01 09:00:44.159473 | 2012-08-01 09:00:44.16529  | 
  513 | Ajaccio                                                                                              | 2012-08-01 09:00:43.528011 | 2012-08-06 13:00:33.178215 | 8576
  580 | R Sociedad                                                                                           | 2012-08-01 09:00:44.237861 | 2012-08-17 13:52:41.194246 | 8560
  598 | Valencia                                                                                             | 2012-08-01 09:00:44.403881 | 2012-08-06 13:00:16.708756 | 10267
  545 | Germinal                                                                                             | 2012-08-01 09:00:43.856483 | 2012-08-10 09:01:44.027641 | 9993
  534 | Deportivo LC                                                                                         | 2012-08-01 09:00:43.766037 | 2012-08-21 13:10:36.550328 | 9783
  578 | R Madrid                                                                                             | 2012-08-01 09:00:44.217908 | 2012-08-01 09:00:44.221487 | 
  579 | R Mallorca                                                                                           | 2012-08-01 09:00:44.227807 | 2012-08-01 09:00:44.231774 | 
  559 | Lyon                                                                                                 | 2012-08-01 09:00:43.984797 | 2012-08-06 13:00:33.245409 | 9748
  597 | Utrecht                                                                                              | 2012-08-01 09:00:44.394652 | 2012-08-06 13:00:42.555113 | 9908
  583 | Roosendaal                                                                                           | 2012-08-01 09:00:44.267552 | 2012-08-01 09:00:44.271542 | 
  523 | Belenenses                                                                                           | 2012-08-01 09:00:43.669193 | 2012-08-06 12:58:47.871559 | 9807
  551 | Huelva                                                                                               | 2012-08-01 09:00:43.918257 | 2012-08-06 12:58:33.405134 | 8479
  586 | Sedan                                                                                                | 2012-08-01 09:00:44.295771 | 2012-08-01 09:00:44.299259 | 
  587 | Setubal                                                                                              | 2012-08-01 09:00:44.304562 | 2012-08-01 09:00:44.308077 | 
  531 | Celta Vigo                                                                                           | 2012-08-01 09:00:43.738901 | 2012-08-06 13:00:16.284697 | 9910
  527 | Bordeaux                                                                                             | 2012-08-01 09:00:43.70258  | 2012-08-06 13:00:33.367863 | 9827
  591 | St Truiden                                                                                           | 2012-08-01 09:00:44.338876 | 2012-08-01 09:00:44.342844 | 
  592 | St`d Liege                                                                                           | 2012-08-01 09:00:44.351246 | 2012-08-01 09:00:44.355172 | 
  593 | Strasbourg                                                                                           | 2012-08-01 09:00:44.360438 | 2012-08-01 09:00:44.364281 | 
  604 | Waalwijk                                                                                             | 2012-08-01 09:00:44.453853 | 2012-08-06 13:00:42.504319 | 10219
  547 | Groningen                                                                                            | 2012-08-01 09:00:43.887023 | 2012-08-06 13:00:42.588723 | 8674
  596 | U Leiria                                                                                             | 2012-08-01 09:00:44.385964 | 2012-08-01 09:00:44.389517 | 
  550 | Heerenveen                                                                                           | 2012-08-01 09:00:43.910549 | 2012-08-06 13:00:42.623165 | 10228
  620 | Lazio                                                                                                | 2012-08-01 09:00:44.578729 | 2012-08-06 13:00:23.104297 | 8543
  536 | Espanyol                                                                                             | 2012-08-01 09:00:43.783876 | 2012-08-06 13:00:16.318694 | 8558
  600 | Vallecano                                                                                            | 2012-08-01 09:00:44.422338 | 2012-08-01 09:00:44.42593  | 
  601 | Varzim                                                                                               | 2012-08-01 09:00:44.43062  | 2012-08-01 09:00:44.433798 | 
  585 | Santander                                                                                            | 2012-08-01 09:00:44.287471 | 2012-08-06 12:58:33.302746 | 8696
  561 | Maritimo                                                                                             | 2012-08-01 09:00:44.000754 | 2012-08-06 13:00:53.704859 | 10212
  582 | Roda                                                                                                 | 2012-08-01 09:00:44.25711  | 2012-08-06 13:00:42.515549 | 9803
  605 | Westerlo                                                                                             | 2012-08-01 09:00:44.461974 | 2012-08-01 09:00:44.465485 | 
  614 | Chievo                                                                                               | 2012-08-01 09:00:44.532018 | 2012-08-06 13:00:23.128986 | 8533
  628 | Roma                                                                                                 | 2012-08-01 09:00:44.641966 | 2012-08-06 13:00:23.306263 | 8686
  619 | Juventus                                                                                             | 2012-08-01 09:00:44.571286 | 2012-08-06 13:00:23.226607 | 9885
  616 | Empoli                                                                                               | 2012-08-01 09:00:44.54679  | 2012-08-06 12:58:20.824039 | 8534
  612 | Bologna                                                                                              | 2012-08-01 09:00:44.5166   | 2012-08-06 13:00:23.134181 | 9857
  615 | Como                                                                                                 | 2012-08-01 09:00:44.539332 | 2012-08-01 09:00:44.54244  | 
  622 | Modena                                                                                               | 2012-08-01 09:00:44.593636 | 2012-08-06 12:58:20.92151  | 9887
  617 | Excelsior                                                                                            | 2012-08-01 09:00:44.554853 | 2012-08-01 09:00:44.558146 | 
  624 | Parma                                                                                                | 2012-08-01 09:00:44.608495 | 2012-08-06 13:00:23.232546 | 10167
  609 | AC Milan                                                                                             | 2012-08-01 09:00:44.493619 | 2012-08-06 13:00:23.256754 | 8564
  567 | Montpellier                                                                                          | 2012-08-01 09:00:44.128519 | 2012-08-06 13:00:33.101845 | 10249
  602 | Villarreal                                                                                           | 2012-08-01 09:00:44.438157 | 2012-08-06 12:58:33.200502 | 10205
  623 | Mouscron                                                                                             | 2012-08-01 09:00:44.60119  | 2012-08-01 09:00:44.604393 | 
  625 | Perugia                                                                                              | 2012-08-01 09:00:44.61684  | 2012-08-01 09:00:44.621069 | 
  626 | Piacenza                                                                                             | 2012-08-01 09:00:44.626304 | 2012-08-01 09:00:44.629714 | 
  613 | Brescia                                                                                              | 2012-08-01 09:00:44.524157 | 2012-08-06 12:58:20.774863 | 9858
  539 | FC Copenhagen                                                                                        | 2012-08-01 09:00:43.809316 | 2012-08-06 12:57:59.351045 | 8391
  648 | Genoa                                                                                                | 2012-08-01 09:00:44.803188 | 2012-08-06 13:00:23.190422 | 10233
  753 | Den Haag                                                                                             | 2012-08-01 09:00:45.787646 | 2012-08-09 11:33:58.794322 | 10217
  633 | Albacete                                                                                             | 2012-08-01 09:00:44.685268 | 2012-08-01 09:00:44.688409 | 
  647 | Elche                                                                                                | 2012-08-01 09:00:44.795239 | 2012-08-06 12:58:33.269594 | 10268
  635 | Ancona                                                                                               | 2012-08-01 09:00:44.700219 | 2012-08-01 09:00:44.703381 | 
  670 | Ternana                                                                                              | 2012-08-01 09:00:44.9735   | 2012-08-06 12:58:21.325959 | 6457
  637 | Badajoz                                                                                              | 2012-08-01 09:00:44.715615 | 2012-08-01 09:00:44.719927 | 
 3940 | Kasimpasa                                                                                            | 2012-08-23 15:00:05.788964 | 2012-08-23 15:01:31.310495 | 4685
  654 | Livorno                                                                                              | 2012-08-01 09:00:44.845274 | 2012-08-06 12:58:20.89614  | 8537
  639 | Burgos                                                                                               | 2012-08-01 09:00:44.732937 | 2012-08-01 09:00:44.736299 | 
  669 | Tenerife                                                                                             | 2012-08-01 09:00:44.96597  | 2013-07-11 00:30:56.116666 | 9867
  667 | Sampdoria                                                                                            | 2012-08-01 09:00:44.950948 | 2012-08-06 13:00:23.261779 | 9882
  668 | Siena                                                                                                | 2012-08-01 09:00:44.958465 | 2012-08-06 13:00:23.335025 | 8551
  642 | Compostela                                                                                           | 2012-08-01 09:00:44.756465 | 2012-08-01 09:00:44.759743 | 
  658 | Numancia                                                                                             | 2012-08-01 09:00:44.881922 | 2012-08-06 12:58:33.356771 | 8388
  644 | Cosenza                                                                                              | 2012-08-01 09:00:44.771771 | 2012-08-01 09:00:44.775436 | 
  646 | Ejido                                                                                                | 2012-08-01 09:00:44.787553 | 2012-08-01 09:00:44.791047 | 
  656 | Murcia                                                                                               | 2012-08-01 09:00:44.862414 | 2012-08-06 12:58:33.329895 | 8392
  661 | Palermo                                                                                              | 2012-08-01 09:00:44.904641 | 2012-08-06 13:00:23.284981 | 8540
  631 | Udinese                                                                                              | 2012-08-01 09:00:44.669241 | 2012-08-06 13:00:23.16275  | 8600
  645 | Eibar                                                                                                | 2012-08-01 09:00:44.779604 | 2013-07-11 00:30:56.50464  | 8372
  643 | Cordoba                                                                                              | 2012-08-01 09:00:44.764087 | 2012-08-06 12:58:33.335338 | 7869
  636 | Ascoli                                                                                               | 2012-08-01 09:00:44.707399 | 2012-08-06 12:58:21.023742 | 8522
  653 | Leganes                                                                                              | 2012-08-01 09:00:44.837719 | 2012-08-01 09:00:44.841198 | 
  673 | Verona                                                                                               | 2012-08-01 09:00:44.995977 | 2012-08-06 12:58:20.927101 | 9876
  655 | Messina                                                                                              | 2012-08-01 09:00:44.853888 | 2012-08-01 09:00:44.857208 | 
  750 | Alfreton                                                                                             | 2012-08-01 09:00:45.762914 | 2012-08-06 12:59:51.360749 | 6258
  649 | Getafe                                                                                               | 2012-08-01 09:00:44.811751 | 2012-08-06 13:00:16.222292 | 8305
  682 | Finland                                                                                              | 2012-08-01 09:00:45.067765 | 2012-08-22 12:41:38.364757 | 7871
  660 | Ossett                                                                                               | 2012-08-01 09:00:44.897211 | 2012-08-01 09:00:44.900527 | 
  641 | Catania                                                                                              | 2012-08-01 09:00:44.748086 | 2012-08-06 13:00:23.311302 | 8530
  632 | AEK Athens                                                                                           | 2012-08-01 09:00:44.677568 | 2012-08-06 13:01:15.849417 | 8563
  663 | R Ferrol                                                                                             | 2012-08-01 09:00:44.919882 | 2012-08-01 09:00:44.923029 | 
  664 | R Zaragoza                                                                                           | 2012-08-01 09:00:44.928396 | 2012-08-01 09:00:44.93167  | 
  665 | Salamanca                                                                                            | 2012-08-01 09:00:44.936077 | 2012-08-01 09:00:44.939278 | 
  666 | Salernitana                                                                                          | 2012-08-01 09:00:44.943664 | 2012-08-01 09:00:44.946801 | 
  662 | Panathinaikos                                                                                        | 2012-08-01 09:00:44.912529 | 2012-08-06 13:01:15.821313 | 10200
  734 | Tonbridge                                                                                            | 2012-08-01 09:00:45.621108 | 2012-08-09 13:53:49.665207 | 161808
  634 | Almeria                                                                                              | 2012-08-01 09:00:44.692715 | 2012-08-06 12:58:33.176745 | 9865
  671 | Tiestina                                                                                             | 2012-08-01 09:00:44.980654 | 2012-08-01 09:00:44.984073 | 
  672 | Venezia                                                                                              | 2012-08-01 09:00:44.988555 | 2012-08-01 09:00:44.991641 | 
  652 | Lecce                                                                                                | 2012-08-01 09:00:44.827323 | 2012-08-06 12:58:20.991841 | 9888
  675 | Xerex                                                                                                | 2012-08-01 09:00:45.011375 | 2012-08-01 09:00:45.015182 | 
  676 | Triestina                                                                                            | 2012-08-01 09:00:45.019831 | 2012-08-01 09:00:45.022995 | 
  681 | Czech Republic                                                                                       | 2012-08-01 09:00:45.05969  | 2012-08-22 12:41:40.796856 | 8496
  684 | Liechtenstein                                                                                        | 2012-08-01 09:00:45.083436 | 2012-08-22 12:41:43.425994 | 5799
  679 | Bosnia-Herz                                                                                          | 2012-08-01 09:00:45.042824 | 2012-08-01 09:00:45.04619  | 
  678 | Azerbaijan                                                                                           | 2012-08-01 09:00:45.034711 | 2012-08-22 12:41:42.613302 | 8566
  680 | Cyprus                                                                                               | 2012-08-01 09:00:45.052366 | 2012-08-22 12:41:41.704304 | 5793
  688 | Wales                                                                                                | 2012-08-01 09:00:45.159726 | 2012-08-22 12:41:38.999148 | 5790
  683 | Holland                                                                                              | 2012-08-01 09:00:45.07517  | 2012-08-01 09:00:45.079093 | 
  685 | Lithuania                                                                                            | 2012-08-01 09:00:45.136566 | 2012-08-22 12:41:43.438904 | 8254
  687 | Moldova                                                                                              | 2012-08-01 09:00:45.152021 | 2012-08-22 12:41:44.163265 | 5794
  657 | Napoli                                                                                               | 2012-08-01 09:00:44.87217  | 2012-08-22 15:29:57.099223 | 9875
  677 | Armenia                                                                                              | 2012-08-01 09:00:45.027403 | 2012-08-22 12:41:40.761848 | 6583
  689 | Brisbane C                                                                                           | 2012-08-01 09:00:45.167478 | 2012-08-01 09:00:45.171622 | 
  690 | Collingwood                                                                                          | 2012-08-01 09:00:45.176328 | 2012-08-01 09:00:45.179611 | 
  691 | Dingley C                                                                                            | 2012-08-01 09:00:45.184247 | 2012-08-01 09:00:45.187626 | 
  692 | Eastern L                                                                                            | 2012-08-01 09:00:45.191858 | 2012-08-01 09:00:45.195227 | 
  693 | Fitzroy                                                                                              | 2012-08-01 09:00:45.199481 | 2012-08-01 09:00:45.202879 | 
  694 | Grange Thistle                                                                                       | 2012-08-01 09:00:45.207419 | 2012-08-01 09:00:45.210823 | 
  695 | Heatherton                                                                                           | 2012-08-01 09:00:45.215028 | 2012-08-01 09:00:45.218236 | 
  696 | Melbourne U                                                                                          | 2012-08-01 09:00:45.222481 | 2012-08-01 09:00:45.22585  | 
  697 | The City                                                                                             | 2012-08-01 09:00:45.230168 | 2012-08-01 09:00:45.233294 | 
  698 | Hume                                                                                                 | 2012-08-01 09:00:45.237624 | 2012-08-01 09:00:45.241408 | 
  699 | Albany Creek                                                                                         | 2012-08-01 09:00:45.246404 | 2012-08-01 09:00:45.250901 | 
  700 | Altona M                                                                                             | 2012-08-01 09:00:45.255159 | 2012-08-01 09:00:45.259247 | 
  701 | Balmain                                                                                              | 2012-08-01 09:00:45.264475 | 2012-08-01 09:00:45.267922 | 
  702 | Brisbane U                                                                                           | 2012-08-01 09:00:45.272931 | 2012-08-01 09:00:45.276292 | 
  703 | E Altona                                                                                             | 2012-08-01 09:00:45.280607 | 2012-08-01 09:00:45.284579 | 
  704 | East Coast                                                                                           | 2012-08-01 09:00:45.289022 | 2012-08-01 09:00:45.292584 | 
  705 | Eastern Subs                                                                                         | 2012-08-01 09:00:45.296832 | 2012-08-01 09:00:45.300443 | 
  706 | Epping C                                                                                             | 2012-08-01 09:00:45.304886 | 2012-08-01 09:00:45.308122 | 
  707 | Fawkner                                                                                              | 2012-08-01 09:00:45.312413 | 2012-08-01 09:00:45.393254 | 
  708 | Greystanes                                                                                           | 2012-08-01 09:00:45.399773 | 2012-08-01 09:00:45.403647 | 
  709 | Hawksbury                                                                                            | 2012-08-01 09:00:45.408697 | 2012-08-01 09:00:45.41211  | 
  710 | Hurstville                                                                                           | 2012-08-01 09:00:45.417784 | 2012-08-01 09:00:45.421257 | 
  711 | Inala City                                                                                           | 2012-08-01 09:00:45.427008 | 2012-08-01 09:00:45.430237 | 
  712 | Inter Lions                                                                                          | 2012-08-01 09:00:45.434785 | 2012-08-01 09:00:45.438272 | 
  713 | Ipswich City                                                                                         | 2012-08-01 09:00:45.442669 | 2012-08-01 09:00:45.446031 | 
  714 | Ipswich K                                                                                            | 2012-08-01 09:00:45.452949 | 2012-08-01 09:00:45.458986 | 
  715 | Keilor PL                                                                                            | 2012-08-01 09:00:45.463983 | 2012-08-01 09:00:45.467404 | 
  716 | Keon Park                                                                                            | 2012-08-01 09:00:45.472209 | 2012-08-01 09:00:45.475587 | 
  717 | Melbourne T                                                                                          | 2012-08-01 09:00:45.480781 | 2012-08-01 09:00:45.487072 | 
  718 | Mt Gravatt                                                                                           | 2012-08-01 09:00:45.492412 | 2012-08-01 09:00:45.495805 | 
  719 | North P                                                                                              | 2012-08-01 09:00:45.500258 | 2012-08-01 09:00:45.503452 | 
  720 | North Star                                                                                           | 2012-08-01 09:00:45.508143 | 2012-08-01 09:00:45.511433 | 
  721 | Nth Tigers                                                                                           | 2012-08-01 09:00:45.516029 | 2012-08-01 09:00:45.519361 | 
  722 | Panafiel                                                                                             | 2012-08-01 09:00:45.523756 | 2012-08-01 09:00:45.528072 | 
  723 | Plenty V                                                                                             | 2012-08-01 09:00:45.532698 | 2012-08-01 09:00:45.536758 | 
  724 | Preston S                                                                                            | 2012-08-01 09:00:45.540871 | 2012-08-01 09:00:45.544177 | 
  725 | Queensland L                                                                                         | 2012-08-01 09:00:45.548589 | 2012-08-01 09:00:45.552046 | 
  726 | Redcliffe                                                                                            | 2012-08-01 09:00:45.556841 | 2012-08-01 09:00:45.560234 | 
  727 | Reservoir                                                                                            | 2012-08-01 09:00:45.564616 | 2012-08-01 09:00:45.567926 | 
  728 | Rochedale                                                                                            | 2012-08-01 09:00:45.572786 | 2012-08-01 09:00:45.576219 | 
  729 | Roosters                                                                                             | 2012-08-01 09:00:45.580717 | 2012-08-01 09:00:45.583898 | 
  730 | Southern Star                                                                                        | 2012-08-01 09:00:45.588369 | 2012-08-01 09:00:45.5917   | 
  731 | Sporting                                                                                             | 2012-08-01 09:00:45.595929 | 2012-08-01 09:00:45.599588 | 
  732 | Sutherland                                                                                           | 2012-08-01 09:00:45.603748 | 2012-08-01 09:00:45.607329 | 
  733 | The Gap                                                                                              | 2012-08-01 09:00:45.612142 | 2012-08-01 09:00:45.616365 | 
  659 | Olympiakos                                                                                           | 2012-08-01 09:00:44.889761 | 2012-08-19 00:30:57.149778 | 8638
  735 | UTS                                                                                                  | 2012-08-01 09:00:45.632532 | 2012-08-01 09:00:45.637056 | 
  736 | West Preston                                                                                         | 2012-08-01 09:00:45.641905 | 2012-08-01 09:00:45.645512 | 
  737 | Western R                                                                                            | 2012-08-01 09:00:45.64989  | 2012-08-01 09:00:45.653768 | 
  738 | Western Reds                                                                                         | 2012-08-01 09:00:45.658251 | 2012-08-01 09:00:45.662886 | 
  739 | Wollongong                                                                                           | 2012-08-01 09:00:45.667278 | 2012-08-01 09:00:45.672377 | 
  740 | Wynnum                                                                                               | 2012-08-01 09:00:45.677218 | 2012-08-01 09:00:45.682083 | 
  741 | Capalaba                                                                                             | 2012-08-01 09:00:45.686967 | 2012-08-01 09:00:45.690717 | 
  742 | Concord                                                                                              | 2012-08-01 09:00:45.697043 | 2012-08-01 09:00:45.700399 | 
  743 | Crescent Star                                                                                        | 2012-08-01 09:00:45.705024 | 2012-08-01 09:00:45.70857  | 
  744 | Grange                                                                                               | 2012-08-01 09:00:45.712783 | 2012-08-01 09:00:45.716137 | 
  745 | Lansvale                                                                                             | 2012-08-01 09:00:45.720439 | 2012-08-01 09:00:45.72505  | 
  746 | Mt Pritchard                                                                                         | 2012-08-01 09:00:45.731651 | 2012-08-01 09:00:45.73506  | 
  747 | Schofields                                                                                           | 2012-08-01 09:00:45.739892 | 2012-08-01 09:00:45.743281 | 
  748 | Whittlesea                                                                                           | 2012-08-01 09:00:45.747652 | 2012-08-01 09:00:45.750976 | 
  749 | Radcliffe                                                                                            | 2012-08-01 09:00:45.755312 | 2012-08-01 09:00:45.758501 | 
  751 | Spennymoor                                                                                           | 2012-08-01 09:00:45.770692 | 2012-08-01 09:00:45.774625 | 
  754 | Herfolge                                                                                             | 2012-08-01 09:00:45.798095 | 2012-08-01 09:00:45.802078 | 
  755 | Heusden Zol                                                                                          | 2012-08-01 09:00:45.806765 | 2012-08-01 09:00:45.810156 | 
  756 | Metz                                                                                                 | 2012-08-01 09:00:45.816557 | 2012-08-01 09:00:45.819814 | 
  803 | Rio Ave                                                                                              | 2012-08-01 09:00:46.228596 | 2012-08-06 13:00:53.699885 | 7841
  758 | Accrington S                                                                                         | 2012-08-01 09:00:45.83199  | 2012-08-01 09:00:45.835219 | 
  759 | Serbia & M                                                                                           | 2012-08-01 09:00:45.840764 | 2012-08-01 09:00:45.844068 | 
  760 | Le Mans                                                                                              | 2012-08-01 09:00:45.848553 | 2012-08-01 09:00:45.852505 | 
  761 | V Setubal                                                                                            | 2012-08-01 09:00:45.856712 | 2012-08-01 09:00:45.860906 | 
  762 | Ashford T                                                                                            | 2012-08-01 09:00:45.866123 | 2012-08-01 09:00:45.869459 | 
  763 | Barton R                                                                                             | 2012-08-01 09:00:45.874091 | 2012-08-01 09:00:45.877491 | 
  764 | Burgess Hill                                                                                         | 2012-08-01 09:00:45.882098 | 2012-08-01 09:00:45.885479 | 
  766 | Chatham                                                                                              | 2012-08-01 09:00:45.898885 | 2012-08-01 09:00:45.902128 | 
  835 | Levante                                                                                              | 2012-08-01 09:00:46.532421 | 2012-08-06 13:00:16.246137 | 8581
  768 | E Thurrock                                                                                           | 2012-08-01 09:00:45.914722 | 2012-08-01 09:00:45.917924 | 
  810 | OFI Crete                                                                                            | 2012-08-01 09:00:46.286611 | 2012-08-06 13:01:15.778776 | 7753
  770 | Erith & B                                                                                            | 2012-08-01 09:00:45.931233 | 2012-08-01 09:00:45.934754 | 
  771 | Fisher A                                                                                             | 2012-08-01 09:00:45.939718 | 2012-08-01 09:00:45.944094 | 
  772 | Harlow                                                                                               | 2012-08-01 09:00:45.949121 | 2012-08-01 09:00:45.952614 | 
  784 | Dorchester                                                                                           | 2012-08-01 09:00:46.046312 | 2012-08-09 13:54:22.725743 | 158318
  774 | Sitt`bourne                                                                                          | 2012-08-01 09:00:45.964606 | 2012-08-01 09:00:45.967872 | 
  775 | Thame                                                                                                | 2012-08-01 09:00:45.972334 | 2012-08-01 09:00:45.975838 | 
  776 | Tilbury                                                                                              | 2012-08-01 09:00:45.980094 | 2012-08-01 09:00:45.983246 | 
  777 | Uxbridge                                                                                             | 2012-08-01 09:00:45.988002 | 2012-08-01 09:00:45.991838 | 
  814 | Viborg                                                                                               | 2012-08-01 09:00:46.320661 | 2012-09-06 00:31:10.527319 | 9939
  795 | Matlock                                                                                              | 2012-08-01 09:00:46.145882 | 2012-08-21 14:45:47.440114 | 161825
 4340 | Volta Redonda                                                                                        | 2013-02-02 01:15:40.685175 | 2013-02-02 01:15:40.690724 | 
  848 | Faroe Islands                                                                                        | 2012-08-01 09:00:46.634719 | 2012-08-22 12:41:39.966724 | 8269
  780 | Wivenhoe                                                                                             | 2012-08-01 09:00:46.014186 | 2012-08-01 09:00:46.017776 | 
  781 | Yealding                                                                                             | 2012-08-01 09:00:46.022263 | 2012-08-01 09:00:46.025865 | 
  782 | Bognor R                                                                                             | 2012-08-01 09:00:46.030436 | 2012-08-01 09:00:46.033697 | 
  783 | Carshalton                                                                                           | 2012-08-01 09:00:46.038688 | 2012-08-01 09:00:46.041961 | 
  790 | Weston-S-M                                                                                           | 2012-08-01 09:00:46.097987 | 2012-08-09 13:57:50.114153 | 6314
 5199 | Dinamo Tbilisi                                                                                       | 2013-07-14 00:15:39.848403 | 2013-07-14 00:15:39.854435 | 
  845 | Randers                                                                                              | 2012-08-01 09:00:46.609346 | 2012-08-10 09:08:48.17798  | 8410
  769 | Eastleigh                                                                                            | 2012-08-01 09:00:45.922054 | 2012-08-06 13:01:10.466731 | 161803
  787 | Merthyr T                                                                                            | 2012-08-01 09:00:46.073792 | 2012-08-01 09:00:46.077149 | 
  788 | Northwood                                                                                            | 2012-08-01 09:00:46.081759 | 2012-08-01 09:00:46.085302 | 
  778 | Wealdstone                                                                                           | 2012-08-01 09:00:45.996822 | 2012-08-21 12:45:17.015918 | 161812
  856 | Sp Gijon                                                                                             | 2012-08-01 09:00:46.705287 | 2012-08-17 13:21:42.806463 | 9869
  791 | Yeading                                                                                              | 2012-08-01 09:00:46.105773 | 2012-08-01 09:00:46.109036 | 
  792 | Belper                                                                                               | 2012-08-01 09:00:46.114708 | 2012-08-01 09:00:46.118421 | 
  793 | Bishop Auck                                                                                          | 2012-08-01 09:00:46.123327 | 2012-08-01 09:00:46.126719 | 
  794 | Leek                                                                                                 | 2012-08-01 09:00:46.134814 | 2012-08-01 09:00:46.139386 | 
  846 | Kazakhstan                                                                                           | 2012-08-01 09:00:46.617321 | 2012-08-22 12:41:40.034205 | 8265
  796 | Rossendale                                                                                           | 2012-08-01 09:00:46.167693 | 2012-08-01 09:00:46.1713   | 
  786 | Hornchurch                                                                                           | 2012-08-01 09:00:46.065682 | 2012-08-06 13:01:10.434405 | 4047
  757 | Toulouse                                                                                             | 2012-08-01 09:00:45.824342 | 2012-08-06 13:00:33.107725 | 9941
  799 | Treviso                                                                                              | 2012-08-01 09:00:46.194006 | 2012-08-01 09:00:46.197498 | 
  800 | Coimbra                                                                                              | 2012-08-01 09:00:46.203429 | 2012-08-01 09:00:46.206752 | 
  801 | Alverca                                                                                              | 2012-08-01 09:00:46.211198 | 2012-08-01 09:00:46.214765 | 
  802 | Amadora                                                                                              | 2012-08-01 09:00:46.220066 | 2012-08-01 09:00:46.223913 | 
  839 | Estoril                                                                                              | 2012-08-01 09:00:46.563095 | 2012-08-06 13:00:53.785686 | 7842
  804 | Greenock Morton                                                                                      | 2012-08-01 09:00:46.237357 | 2012-08-01 09:00:46.240751 | 
  806 | Halkidona                                                                                            | 2012-08-01 09:00:46.252773 | 2012-08-01 09:00:46.256531 | 
  807 | Ionikos                                                                                              | 2012-08-01 09:00:46.261531 | 2012-08-01 09:00:46.265796 | 
  808 | Iraklis                                                                                              | 2012-08-01 09:00:46.270781 | 2012-08-01 09:00:46.274249 | 
  809 | Kallithea                                                                                            | 2012-08-01 09:00:46.278904 | 2012-08-01 09:00:46.282329 | 
  813 | Xanthi                                                                                               | 2012-08-01 09:00:46.312532 | 2012-08-06 13:01:15.784525 | 8672
  838 | St Etienne                                                                                           | 2012-08-01 09:00:46.555594 | 2012-08-09 11:37:38.22359  | 9853
  812 | Salonika                                                                                             | 2012-08-01 09:00:46.303865 | 2012-08-01 09:00:46.307875 | 
